Variable,Breakdown,Breakdown_category,Year,RD_Value,Units,Footnotes
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2018,3,Count of businesses,21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2019,0,Count of businesses,9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,ANZSIC_1_Digit,R_Arts and Recreation Services,2016,0,Count of businesses,21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,ANZSIC_1_Digit,R_Arts and Recreation Services,2018,0,Count of businesses,21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,ANZSIC_1_Digit,R_Arts and Recreation Services,2019,0,Count of businesses,9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,ANZSIC_1_Digit,S_Other Services,2016,0,Count of businesses,21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,ANZSIC_1_Digit,S_Other Services,2018,3,Count of businesses,21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,ANZSIC_1_Digit,S_Other Services,2019,3,Count of businesses,9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Industry,01_Primary Industry Group,2016,3,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Industry,01_Primary Industry Group,2018,3,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Industry,01_Primary Industry Group,2019,3,Count of businesses,1 and 9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Industry,02_Manufacturing Industry Group,2016,24,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Industry,02_Manufacturing Industry Group,2018,36,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Industry,02_Manufacturing Industry Group,2019,33,Count of businesses,1 and 9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Industry,03_Services Industry Group,2016,36,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Industry,03_Services Industry Group,2018,51,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Industry,03_Services Industry Group,2019,69,Count of businesses,1 and 9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Industry,04_Government Industry Group,2016,0,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Industry,04_Government Industry Group,2018,0,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Industry,04_Government Industry Group,2019,0,Count of businesses,1 and 9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Industry,05_Higher Education Industry Group,2016,0,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Industry,05_Higher Education Industry Group,2018,0,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Industry,05_Higher Education Industry Group,2019,0,Count of businesses,1 and 9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,01_Primary,2016,3,Count of businesses,1 and 6 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,01_Primary,2018,3,Count of businesses,1 and 6 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,01_Primary,2019,3,Count of businesses,1 and 6 and 9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,02_Food_Manufacturing,2016,6,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,02_Food_Manufacturing,2018,9,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,02_Food_Manufacturing,2019,6,Count of businesses,1 and 9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,03_Beverage and tobacco manufacturing,2016,0,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,03_Beverage and tobacco manufacturing,2018,0,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,03_Beverage and tobacco manufacturing,2019,3,Count of businesses,1 and 9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2016,3,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2018,3,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2019,0,Count of businesses,1 and 9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2016,3,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2018,6,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2019,3,Count of businesses,1 and 9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,06_Non-metallic mineral product manufacturing,2016,0,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,06_Non-metallic mineral product manufacturing,2018,3,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,06_Non-metallic mineral product manufacturing,2019,0,Count of businesses,1 and 9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,07_Metal product manufacturing,2016,0,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,07_Metal product manufacturing,2018,3,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,07_Metal product manufacturing,2019,0,Count of businesses,1 and 9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,08_Machinery and equipment manufacturing,2016,12,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,08_Machinery and equipment manufacturing,2018,12,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,08_Machinery and equipment manufacturing,2019,21,Count of businesses,1 and 9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,09_Other manufacturing,2016,0,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,09_Other manufacturing,2018,3,Count of businesses,1 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,09_Other manufacturing,2019,0,Count of businesses,1 and 9 and 21
_76_Businesses who engaged with CRIs or Callaghan Innovation through business incubators,Published_Industry,10_Wholesale trade,2016,6,Count of businesses,1 and 21
